"Date"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"
2011-05-14	23	48	11	48	13	48
2011-05-15	23	48	10	48	1	48
2011-05-16	30	48	5	48	14	48
2011-05-17	29	48	8	48	9	48
2011-05-18	29	48	47	48	13	48
2011-05-19	30	48	48	48	13	48
2011-05-20	25	48	48	48	14	48
2011-05-21	26	48	48	48	15	48
2011-05-22	36	48	48	48	9	48
2011-05-23	34	48	48	48	18	48
2011-05-24	30	48	48	48	13	48
2011-05-25	27	48	48	48	7	48
2011-05-26	31	48	48	48	0	48
2011-05-27	25	48	48	48	9	48
2011-05-28	33	48	48	48	13	48
2011-05-29	27	48	48	48	7	48
2011-05-30	24	48	48	48	10	48
2011-05-31	27	48	48	48	12	48
2011-06-01	30	48	48	48	11	48
2011-06-02	24	48	48	48	13	48
2011-06-03	24	48	48	48	14	48
2011-06-04	33	48	48	48	15	48
2011-06-05	24	48	48	48	6	48
2011-06-06	26	48	48	48	6	48
2011-06-07	28	48	48	48	13	48
2011-06-08	38	48	48	48	35	48
2011-06-09	32	48	48	48	48	48
2011-06-10	34	48	48	48	48	48
2011-06-11	23	48	48	48	48	48
2011-06-12	29	48	48	48	48	48
2011-06-13	29	48	48	48	48	48
2011-06-14	30	48	48	48	48	48
2011-06-15	27	48	48	48	48	48
2011-06-16	30	48	48	48	48	48
2011-06-17	30	48	48	48	48	48
2011-06-18	27	48	48	48	48	48
2011-06-19	32	48	48	48	48	48
2011-06-20	35	48	48	48	48	48
2011-06-21	34	48	48	48	48	48
2011-06-22	23	48	48	48	48	48
2011-06-23	37	48	48	48	48	48
2011-06-24	41	48	48	48	48	48
2011-06-25	41	48	48	48	48	48
2011-06-26	42	48	48	48	48	48
2011-06-27	36	48	48	48	48	48
2011-06-28	40	48	48	48	48	48
2011-06-29	37	48	48	48	48	48
2011-06-30	39	48	48	48	48	48
2011-07-01	35	48	48	48	48	48
2011-07-02	40	48	48	48	48	48
2011-07-03	25	48	48	48	48	48
2011-07-04	32	48	48	48	48	48
2011-07-05	30	48	48	48	48	48
2011-07-06	33	48	48	48	48	48
2011-07-07	34	48	48	48	48	48
2011-07-08	41	48	48	48	48	48
2011-07-09	29	48	48	48	48	48
2011-07-10	35	48	48	48	48	48
2011-07-11	33	48	48	48	48	48
2011-07-12	33	48	48	48	48	48
2011-07-13	32	48	48	48	48	48
2011-07-14	40	48	48	48	48	48
2011-07-15	39	48	48	48	48	48
2011-07-16	36	48	48	48	48	48
2011-07-17	33	48	48	48	48	48
2011-07-18	32	48	48	48	48	48
2011-07-19	33	48	48	48	48	48
2011-07-20	31	48	48	48	48	48
2011-07-21	29	48	48	48	48	48
2011-07-22	33	48	48	48	48	48
2011-07-23	38	48	48	48	48	48
2011-07-24	27	48	48	48	48	48
2011-07-25	36	48	48	48	48	48
2011-07-26	34	48	48	48	48	48
2011-07-27	40	48	48	48	48	48
2011-07-28	39	48	48	48	48	48
2011-07-29	31	48	48	48	48	48
2011-07-30	38	48	48	48	48	48
2011-07-31	35	48	48	48	48	48
2011-08-01	30	48	48	48	48	48
2011-08-02	40	48	48	48	48	48
2011-08-03	40	48	48	48	48	48
2011-08-04	40	48	48	48	48	48
2011-08-05	38	48	48	48	48	48
2011-08-06	29	48	48	48	48	48
2011-08-07	33	48	48	48	48	48
2011-08-08	38	48	48	48	48	48
2011-08-09	35	48	48	48	48	48
2011-08-10	33	48	48	48	48	48
2011-08-11	29	48	48	48	48	48
2011-08-12	39	48	48	48	48	48
2012-04-03	0	0	0	0	0	52
2012-04-04	0	0	0	0	0	96
2012-04-05	0	0	0	0	0	96
2012-04-06	0	0	0	0	0	33
2012-04-07	0	0	0	0	0	0
2012-04-08	0	0	0	0	0	0
2012-04-09	0	0	0	0	0	0
2012-04-10	0	0	0	0	0	0
2012-04-11	0	0	0	0	0	0
2012-04-12	0	0	0	0	0	0
2012-04-13	0	0	0	0	0	0
2012-04-14	0	0	0	0	0	0
2012-04-15	0	0	0	0	0	0
2012-04-16	0	0	0	0	0	0
2012-04-17	0	0	0	0	0	0
2012-04-18	0	0	0	0	0	0
2012-04-19	0	0	0	0	0	0
2012-04-20	0	0	0	0	0	0
2012-04-21	0	0	0	0	0	0
2012-04-22	0	0	0	0	0	0
2012-04-23	0	0	0	0	0	0
2012-04-24	0	0	0	0	0	0
2012-04-25	0	0	0	0	0	0
2012-04-26	0	0	0	0	0	0
2012-04-27	0	0	0	0	0	0
2012-04-28	0	0	0	0	0	0
2012-04-29	0	0	0	0	0	0
2012-04-30	0	0	0	0	0	0
2012-05-01	0	0	0	0	0	0
2012-05-02	0	0	0	0	0	0
2012-05-03	0	0	0	0	0	0
2012-05-04	0	0	0	0	0	0
2012-05-05	0	0	0	0	0	0
2012-05-06	0	0	0	0	0	0
2012-05-07	0	0	0	0	0	0
2012-05-08	0	0	0	0	0	0
2012-05-09	0	0	0	0	0	0
2012-05-10	0	0	0	0	0	0
2012-05-11	0	0	0	0	0	0
2012-05-12	0	0	0	0	0	0
2012-05-13	0	0	0	0	0	0
2012-05-14	0	0	0	0	0	0
2012-05-15	0	0	0	0	0	0
2012-05-16	0	0	0	0	0	0
2012-05-17	0	0	0	0	0	0
2012-05-18	0	0	0	0	0	0
2012-05-19	0	0	0	0	0	0
2012-05-20	0	0	0	0	0	0
2012-05-21	0	0	0	0	0	0
2012-05-22	0	0	0	0	0	0
2012-05-23	0	0	0	0	0	0
2012-05-24	0	0	0	0	0	0
2012-05-25	0	0	0	0	0	0
2012-05-26	0	0	0	0	0	0
2012-05-27	0	0	0	0	0	0
2012-05-28	0	0	0	0	0	0
2012-05-29	0	0	0	0	0	0
2012-05-30	0	0	0	0	0	0
2012-05-31	0	0	0	0	0	0
2012-06-01	0	0	0	0	0	0
2012-06-02	0	0	0	0	0	0
2012-06-03	0	0	0	0	0	0
2012-06-04	0	0	0	0	0	0
2012-06-05	0	0	0	0	0	0
2012-06-06	0	0	0	0	0	0
2012-06-07	0	0	0	0	0	0
2012-06-08	0	0	0	0	0	0
2012-06-09	0	0	0	0	0	0
2012-06-10	0	0	0	0	0	0
2012-06-11	0	0	0	0	0	0
2012-06-12	0	0	0	0	0	0
2012-06-13	0	0	0	0	0	0
2012-06-14	0	0	0	0	0	0
2012-06-15	0	0	0	0	0	0
2012-06-16	0	0	0	0	0	0
2012-06-17	0	0	0	0	0	0
2012-06-18	0	0	0	0	0	0
2012-06-19	0	0	0	0	0	0
2012-06-20	0	0	0	0	0	0
2012-06-21	0	0	0	0	0	0
2012-06-22	0	0	0	0	0	0
2012-06-23	0	0	0	0	0	0
2012-06-24	0	0	0	0	0	0
2012-06-25	0	0	0	0	0	0
2012-06-26	0	0	0	0	0	0
2012-06-27	0	0	0	0	0	0
2012-06-28	0	0	0	0	0	0
2012-06-29	0	0	0	0	0	0
2012-06-30	0	0	0	0	0	0
2012-07-01	0	0	0	0	0	0
2012-07-02	0	0	0	0	0	0
2012-07-03	0	0	0	0	0	0
2012-07-04	0	0	0	0	0	0
2012-07-05	0	0	0	0	0	0
2012-07-06	0	0	0	0	0	0
2012-07-07	0	0	0	0	0	0
2012-07-08	0	0	0	0	0	0
2012-07-09	0	0	0	0	0	0
2012-07-10	0	0	0	0	0	0
2012-07-11	0	0	0	0	0	0
2012-07-12	0	0	0	0	0	0
2012-07-13	0	0	0	0	0	0
2012-07-14	0	0	0	0	0	0
2012-07-15	0	0	0	0	0	0
2012-07-16	0	0	0	0	0	0
2012-07-17	0	0	0	0	0	0
2012-07-18	0	0	0	0	0	0
2012-07-19	0	0	0	0	0	0
2012-07-20	0	0	0	0	0	0
2012-07-21	0	0	0	0	0	0
2012-07-22	0	0	0	0	0	0
2012-07-23	0	0	0	0	0	0
2012-07-24	0	0	0	0	0	0
2012-07-25	0	0	0	0	0	0
2012-07-26	0	0	0	0	0	0
2012-07-27	0	0	0	0	0	0
2012-07-28	0	0	0	0	0	0
2012-07-29	0	0	0	0	0	0
2012-07-30	0	0	0	0	0	0
2012-07-31	0	0	0	0	0	0
2012-08-01	0	0	0	0	0	0
2012-08-02	0	0	0	0	0	0
2012-08-03	0	0	0	0	0	0
2012-08-04	0	0	0	0	0	0
2012-08-05	0	0	0	0	0	0
2012-08-06	0	0	0	0	0	0
2012-08-07	0	0	0	0	0	0
2012-08-08	0	0	0	0	0	0
2012-08-09	0	0	0	0	0	0
2012-08-10	0	0	0	0	0	0
2012-08-11	0	0	0	0	0	0
2012-08-12	0	0	0	0	0	0
2012-08-13	0	0	0	0	0	0
2012-08-14	0	0	0	0	0	0
2012-08-15	0	0	0	0	0	0
2012-08-16	0	0	0	0	0	0
2012-08-17	0	0	0	0	0	0
2012-08-18	0	0	0	0	0	0
2012-08-19	0	0	0	0	0	0
2012-08-20	0	0	0	0	0	0
2012-08-21	0	0	0	0	0	0
2012-08-22	0	0	0	0	0	0
2012-08-23	0	0	0	0	0	0
2012-08-24	0	0	0	0	0	0
2012-08-25	0	0	0	0	0	0
2012-08-26	0	0	0	0	0	0
2012-08-27	0	0	0	0	0	0
2012-08-28	0	0	0	0	0	0
2012-08-29	0	0	0	0	0	0
2012-08-30	0	0	0	0	0	0
2012-08-31	0	0	0	0	0	0
2012-09-01	0	0	0	0	0	0
2012-09-02	0	0	0	0	0	0
2012-09-03	0	0	0	0	0	0
2012-09-04	0	0	0	0	0	0
2012-09-05	0	0	0	0	0	0
2012-09-06	0	0	0	0	0	0
2012-09-07	0	0	0	0	0	0
2012-09-08	0	0	0	0	0	0
2012-09-09	0	0	0	0	0	0
2012-09-10	0	0	0	0	0	0
2012-09-11	0	0	0	0	0	0
2012-09-12	0	0	0	0	0	0
2012-09-13	0	0	0	0	0	0
2012-09-14	0	0	0	0	0	0
2012-09-15	0	0	0	0	0	0
2012-09-16	0	0	0	0	0	0
2012-09-17	0	0	0	0	0	0
2012-09-18	0	0	0	0	0	0
2012-09-19	0	0	0	0	0	0
2012-09-20	0	0	0	0	0	0
2012-09-21	0	0	0	0	0	0
2012-09-22	0	0	0	0	0	0
2012-09-23	0	0	0	0	0	0
2012-09-24	0	0	0	0	0	0
2012-09-25	0	0	0	0	0	0
2012-09-26	0	0	0	0	0	0
2012-09-27	0	0	0	0	0	0
2012-09-28	0	0	0	0	0	0
2012-09-29	0	0	0	0	0	0
2012-09-30	0	0	0	0	0	0
2012-10-01	0	0	0	0	0	0
2012-10-02	0	0	0	0	0	0
2012-10-03	0	0	0	0	0	0
2012-10-04	0	0	0	0	0	0
2012-10-05	0	0	0	0	0	0
2012-10-06	0	0	0	0	0	0
2012-10-07	0	0	0	0	0	0
2012-10-08	0	0	0	0	0	0
2012-10-09	0	0	0	0	0	0
2012-10-10	0	0	0	0	0	0
2012-10-11	0	0	0	0	0	0
2012-10-12	0	0	0	0	0	0
2012-10-13	0	0	0	0	0	0
2012-10-14	0	0	0	0	0	0
2012-10-15	0	0	0	0	0	0
2012-10-16	0	0	0	0	0	0
2012-10-17	0	0	0	0	0	0
2012-10-18	0	0	0	0	0	0
2012-10-19	0	0	0	0	0	0
2012-10-20	0	0	0	0	0	0
2012-10-21	0	0	0	0	0	0
2012-10-22	0	0	0	0	0	0
2012-10-23	0	0	0	0	0	0
2012-10-24	0	0	0	0	0	0
2012-10-25	0	0	0	0	0	0
2012-10-26	0	0	0	0	0	0
2012-10-27	0	0	0	0	0	0
2012-10-28	0	0	0	0	0	0
2012-10-29	0	0	0	0	0	0
2012-10-30	0	0	0	0	0	0
2012-10-31	0	0	0	0	0	0
2012-11-01	0	0	0	0	0	0
2012-11-02	0	0	0	0	0	0
2012-11-03	0	0	0	0	0	0
2012-11-04	0	0	0	0	0	0
2012-11-05	0	0	0	0	0	0
2012-11-06	0	0	0	0	0	0
2012-11-07	0	0	0	0	0	0
2012-11-08	0	0	0	0	0	0
2012-11-09	0	0	0	0	0	0
2012-11-10	0	0	0	0	0	0
2012-11-11	0	0	0	0	0	0
2012-11-12	0	0	0	0	0	0
2012-11-13	0	0	0	0	0	0
2012-11-14	0	0	0	0	0	0
2012-11-15	0	0	0	0	0	0
2012-11-16	0	0	0	0	0	0
2012-11-17	0	0	0	0	0	0
2012-11-18	0	0	0	0	0	0
2012-11-19	0	0	0	0	0	0
2012-11-20	0	0	0	0	0	0
2012-11-21	0	0	0	0	0	0
2012-11-22	0	0	0	0	0	0
2012-11-23	0	0	0	0	0	0
2012-11-24	0	0	0	0	0	0
2012-11-25	0	0	0	0	0	0
2012-11-26	0	0	0	0	0	0
2012-11-27	0	0	0	0	0	0
2012-11-28	0	0	0	0	0	0
2012-11-29	0	0	0	0	0	0
2012-11-30	0	0	0	0	0	0
2012-12-01	0	0	0	0	0	0
2012-12-02	0	0	0	0	0	0
2012-12-03	2	3	2	1	1	1
2013-02-14	28	3	28	28	28	28
2013-02-15	96	0	96	96	96	96
2013-02-16	96	0	96	96	96	96
2013-02-17	96	0	96	96	96	96
2013-02-18	96	0	96	96	96	96
2013-02-19	96	0	96	96	96	96
2013-02-20	96	0	96	96	96	96
2013-02-21	96	0	96	96	96	96
2013-02-22	96	0	96	96	96	96
2013-02-23	96	0	96	96	96	96
2013-02-24	96	0	96	96	96	96
2013-02-25	96	0	96	96	96	96
2013-02-26	96	0	96	96	96	96
2013-02-27	96	0	96	96	96	96
2013-02-28	96	0	96	96	96	96
2013-03-01	96	0	96	96	96	96
2013-03-02	96	0	96	96	96	96
2013-03-03	96	0	96	96	96	96
2013-03-04	96	0	96	96	96	96
2013-03-05	96	0	96	96	96	96
2013-03-06	96	0	96	96	96	96
2013-03-07	96	0	96	96	96	96
2013-03-08	96	0	59	60	60	60
2013-03-09	69	0	0	0	0	0
2013-03-10	0	0	0	0	0	0
2013-03-11	0	0	0	0	0	0
2013-03-12	0	0	0	0	0	0
2013-03-13	0	0	0	0	0	0
2013-03-14	0	0	0	0	0	0
2013-03-15	0	0	0	0	0	0
2013-03-16	0	0	0	0	0	0
2013-03-17	0	0	0	0	0	0
2013-03-18	0	0	0	0	0	0
2013-03-19	0	0	0	0	0	0
2013-03-20	0	0	0	0	0	0
2013-03-21	0	0	0	0	0	0
2013-03-22	0	0	0	0	0	0
2013-03-23	0	0	0	0	0	0
2013-03-24	0	0	0	0	0	0
2013-03-25	0	0	0	0	0	0
2013-03-26	0	0	0	0	0	0
2013-03-27	0	0	0	0	0	0
2013-03-28	0	0	0	0	0	0
2013-03-29	0	0	0	0	0	0
2013-03-30	0	0	0	0	0	0
2013-03-31	0	0	0	0	0	0
2013-04-01	0	0	0	0	0	0
2013-04-02	0	0	0	0	0	0
2013-04-03	0	0	0	0	0	0
2013-04-04	0	0	0	0	0	0
2013-04-05	0	0	0	0	0	0
2013-04-06	0	0	0	0	0	0
2013-04-07	0	0	0	0	0	0
2013-04-08	0	0	0	0	0	0
2013-04-09	0	0	0	0	0	0
2013-04-10	0	0	0	0	0	0
2013-04-11	0	0	0	0	0	0
2013-04-12	0	0	0	0	0	0
2013-04-13	0	0	0	0	0	0
2013-04-14	0	0	0	0	0	0
2013-04-15	0	0	0	0	0	0
2013-04-16	0	0	0	0	0	0
2013-04-17	0	0	0	0	0	0
2013-04-18	0	0	0	0	0	0
2013-04-19	0	0	0	0	0	0
2013-04-20	0	0	0	0	0	0
2013-04-21	0	0	0	0	0	0
2013-04-22	0	0	0	0	0	0
2013-04-23	0	0	0	0	0	0
2013-04-24	0	0	0	0	0	0
2013-04-25	0	0	0	0	0	0
2013-04-26	0	0	0	0	0	0
2013-04-27	0	0	0	0	0	0
2013-04-28	0	0	0	0	0	0
2013-04-29	0	0	0	0	0	0
2013-04-30	0	0	0	0	0	0
2013-05-01	0	0	0	0	0	0
2013-05-02	0	0	0	0	0	0
2013-05-03	0	0	0	0	0	0
2013-05-04	0	0	0	0	0	0
2013-05-05	0	0	0	0	0	0
2013-05-06	0	0	0	0	0	0
2013-05-07	0	0	0	0	0	0
2013-05-08	0	0	0	0	0	0
2013-05-09	0	0	0	0	0	0
2013-05-10	0	0	0	0	0	0
2013-05-11	0	0	0	0	0	0
2013-05-12	0	0	0	0	0	0
2013-05-13	0	0	0	0	0	0
2013-05-14	0	0	0	0	0	0
2013-05-15	0	0	0	0	0	0
2013-05-16	0	0	0	0	0	0
2013-05-17	0	0	0	0	0	0
2013-05-18	0	0	0	0	0	0
2013-05-19	0	0	0	0	0	0
2013-05-20	0	0	0	0	0	0
2013-05-21	0	0	0	0	0	0
2013-05-22	0	0	0	0	0	0
2013-05-23	0	0	0	0	0	0
2013-05-24	0	0	0	0	0	0
2013-05-25	0	0	0	0	0	0
2013-05-26	0	0	0	0	0	0
2013-05-27	0	0	0	0	0	0
2013-05-28	0	0	0	0	0	0
2013-05-29	0	0	0	0	0	0
2013-05-30	0	0	0	0	0	0
2013-05-31	0	0	0	0	0	0
2013-06-01	0	0	0	0	0	0
2013-06-02	0	0	0	0	0	0
2013-06-03	0	0	0	0	0	0
2013-06-04	0	0	0	0	0	0
2013-06-05	0	0	0	0	0	0
2013-06-06	0	0	0	0	0	0
2013-06-07	0	0	0	0	0	0
2013-06-08	0	0	0	0	0	0
2013-06-09	0	0	0	0	0	0
2013-06-10	0	0	0	0	0	0
2013-06-11	0	0	0	0	0	0
2013-06-12	0	0	0	0	0	0
2013-06-13	0	0	0	0	0	0
2013-06-14	0	0	0	0	0	0
2013-06-15	0	0	0	0	0	0
2013-06-16	0	0	0	0	0	0
2013-06-17	0	0	0	0	0	0
2013-06-18	0	0	0	0	0	0
2013-06-19	0	0	0	0	0	0
2013-06-20	0	0	0	0	0	0
2013-06-21	0	0	0	0	0	0
2013-06-22	0	0	0	0	0	0
2013-06-23	0	0	0	0	0	0
2013-06-24	0	0	0	0	0	0
2013-06-25	0	0	0	0	0	0
2013-06-26	0	0	0	0	0	0
2013-06-27	0	0	0	0	0	0
2013-06-28	0	0	0	0	0	0
2013-06-29	0	0	0	0	0	0
2013-06-30	0	0	0	0	0	0
2013-07-01	0	0	0	0	0	0
2013-07-02	0	0	0	0	0	0
2013-07-03	0	0	0	0	0	0
2013-07-04	0	0	0	0	0	0
2013-07-05	0	0	0	0	0	0
2013-07-06	0	0	0	0	0	0
2013-07-07	0	0	0	0	0	0
2013-07-08	0	0	0	0	0	0
2013-07-09	65	65	65	65	65	65
2013-07-10	13	13	13	13	13	13
2013-07-11	0	0	0	0	0	0
2013-07-12	0	0	0	0	0	0
2013-07-13	0	0	0	0	0	0
2013-07-14	0	0	0	0	0	0
2013-07-15	0	0	0	0	0	0
2013-07-16	0	0	0	0	0	0
2013-07-17	0	0	0	0	0	0
2013-07-18	0	0	0	0	0	0
2013-07-19	0	0	0	0	0	0
2013-07-20	0	0	0	0	0	0
2013-07-21	0	0	0	0	0	0
2013-07-22	0	0	0	0	0	0
2013-07-23	0	0	0	0	0	0
2013-07-24	0	0	0	0	0	0
2013-07-25	0	0	0	0	0	0
2013-07-26	0	0	0	0	0	0
2013-07-27	0	0	0	0	0	0
2013-07-28	0	0	0	0	0	0
2013-07-29	0	0	0	0	0	0
2013-07-30	0	0	0	0	0	0
2013-07-31	0	0	0	0	0	0
2013-08-01	0	0	0	0	0	0
2013-08-02	0	0	0	0	0	0
2013-08-03	0	0	0	0	0	0
2013-08-04	0	0	0	0	0	0
2013-08-05	0	0	0	0	0	0
2013-08-06	0	0	0	0	0	0
2013-08-07	0	0	0	0	0	0
2013-08-08	0	0	0	0	0	0
2013-08-09	0	0	0	0	0	0
2013-08-10	0	0	0	0	0	0
2013-08-11	0	0	0	0	0	0
2013-08-12	0	0	0	0	0	0
2013-08-13	0	0	0	0	0	0
2013-08-14	0	0	0	0	0	0
2013-08-15	0	0	0	0	0	0
2013-08-16	0	0	0	0	0	0
2013-08-17	0	0	0	0	0	0
2013-08-18	0	0	0	0	0	0
2013-08-19	0	0	0	0	0	0
2013-08-20	0	0	0	0	0	0
2013-08-21	0	0	0	0	0	0
2013-08-22	0	0	0	0	0	0
2013-08-23	0	0	0	0	0	0
2013-08-24	0	0	0	0	0	0
2013-08-25	0	0	0	0	0	0
2013-08-26	0	0	0	0	0	0
2013-08-27	0	0	0	0	0	0
2013-08-28	0	0	0	0	0	0
2013-08-29	0	0	0	0	0	0
2013-08-30	0	0	0	0	0	0
2013-08-31	0	0	0	0	0	0
2013-09-01	0	0	0	0	0	0
2013-09-02	0	0	0	0	0	0
2013-09-03	0	0	0	0	0	0
2013-09-04	0	0	0	0	0	0
2013-09-05	0	0	0	0	0	0
2013-09-06	0	0	0	0	0	0
2013-09-07	0	0	0	0	0	0
2013-09-08	0	0	0	0	0	0
2013-09-09	0	0	0	0	0	0
2013-09-10	0	0	0	0	0	0
2013-09-11	0	0	0	0	0	0
2013-09-12	0	0	0	0	0	0
2013-09-13	0	0	0	0	0	0
2013-09-14	0	0	0	0	0	0
2013-09-15	0	0	0	0	0	0
2013-09-16	0	0	0	0	0	0
2013-09-17	0	0	0	0	0	0
2013-09-18	0	0	0	0	0	0
2013-09-19	0	0	0	0	0	0
2013-09-20	0	0	0	0	0	0
2013-09-21	0	0	0	0	0	0
2013-09-22	0	0	0	0	0	0
2013-09-23	0	0	0	0	0	0
2013-09-24	0	0	0	0	0	0
2013-09-25	0	0	0	0	0	0
2013-09-26	0	0	0	0	0	0
2013-09-27	0	0	0	0	0	0
2013-09-28	0	0	0	0	0	0
2013-09-29	0	0	0	0	0	0
2013-09-30	0	0	0	0	0	0
2013-10-01	0	0	0	0	0	0
2013-10-02	0	0	0	0	0	0
2013-10-03	0	0	0	0	0	0
2013-10-04	0	0	0	0	0	0
2013-10-05	0	0	0	0	0	0
2013-10-06	0	0	0	0	0	0
2013-10-07	0	0	0	0	0	0
2013-10-08	0	0	0	0	0	0
2013-10-09	0	0	0	0	0	0
2013-10-10	0	0	0	0	0	0
2013-10-11	0	0	0	0	0	0
2013-10-12	0	0	0	0	0	0
2013-10-13	0	0	0	0	0	0
2013-10-14	0	0	0	0	0	0
2013-10-15	0	0	0	0	0	0
2013-10-16	0	0	0	0	0	0
2013-10-17	0	0	0	0	0	0
2013-10-18	0	0	0	0	0	0
2013-10-19	0	0	0	0	0	0
2013-10-20	0	0	0	0	0	0
2013-10-21	0	0	0	0	0	0
2013-10-22	0	0	0	0	0	0
2013-10-23	0	0	0	0	0	0
2013-10-24	0	0	0	0	0	0
2013-10-25	0	0	0	0	0	0
2013-10-26	0	0	0	0	0	0
2013-10-27	0	0	0	0	0	0
2013-10-28	0	0	0	0	0	0
2013-10-29	0	0	0	0	0	0
2013-10-30	0	0	0	0	0	0
2013-10-31	0	0	0	0	0	0
2013-11-01	0	0	0	0	0	0
2013-11-02	0	0	0	0	0	0
2013-11-03	0	0	0	0	0	0
2013-11-04	0	0	0	0	0	0
2013-11-05	0	0	0	0	0	0
2013-11-06	0	0	0	0	0	0
2013-11-07	0	0	0	0	0	0
2013-11-08	0	0	0	0	0	0
2013-11-09	0	0	0	0	0	0
2013-11-10	0	0	0	0	0	0
2013-11-11	0	0	0	0	0	0
2013-11-12	0	0	0	0	0	0
2013-11-13	0	0	0	0	0	0
2013-11-14	0	0	0	0	0	0
2013-11-15	0	0	0	0	0	0
2013-11-16	0	0	0	0	0	0
2013-11-17	0	0	0	0	0	0
2013-11-18	0	0	0	0	0	0
2013-11-19	0	0	0	0	0	0
2013-11-20	0	0	0	0	0	0
2013-11-21	0	0	0	0	0	0
2013-11-22	0	0	0	0	0	0
2013-11-23	0	0	0	0	0	0
2013-11-24	0	0	0	0	0	0
2013-11-25	0	0	0	0	0	0
2013-11-26	0	0	0	0	0	0
2013-11-27	0	0	0	0	0	0
2013-11-28	0	0	0	0	0	0
2013-11-29	0	0	0	0	0	0
2013-11-30	0	0	0	0	0	0
2013-12-01	0	0	0	0	0	0
2013-12-02	0	0	0	0	0	0
2013-12-03	0	0	0	0	0	0
2013-12-04	92	0	0	0	0	0
2013-12-05	96	0	0	0	0	0
2013-12-06	96	0	0	0	0	0
2013-12-07	96	0	0	0	0	0
2013-12-08	96	0	0	0	0	0
2013-12-09	96	26	0	26	0	0
2013-12-10	96	96	0	96	0	0
2013-12-11	96	96	0	96	0	0
2014-01-01	0	96	96	96	96	96
2014-01-02	0	96	96	96	96	96
2014-01-03	0	96	96	96	96	96
2014-01-04	0	96	96	96	96	96
2014-01-05	0	96	96	96	96	96
2014-01-06	0	96	96	96	96	96
2014-01-07	0	96	96	96	96	96
2014-01-08	0	96	96	96	96	96
2014-01-09	0	96	96	96	96	96
2014-01-10	0	96	96	96	96	96
2014-01-11	0	96	96	96	96	96
2014-01-12	0	96	96	96	96	96
2014-01-13	0	96	96	96	96	96
2014-01-14	0	96	96	96	96	96
2014-01-15	0	96	96	96	96	96
2014-01-16	0	96	96	96	96	96
2014-01-17	0	96	96	96	96	96
2014-01-18	0	96	96	96	96	96
2014-01-19	0	96	96	96	96	96
2014-01-20	0	96	96	96	96	96
2014-01-21	0	96	96	96	96	96
2014-01-22	0	96	96	96	96	96
2014-01-23	0	96	96	96	96	96
2014-01-24	0	96	96	96	96	96
2014-01-25	0	96	96	96	96	96
2014-01-26	0	96	96	96	96	96
2014-01-27	0	96	96	96	96	96
2014-01-28	0	96	96	96	96	96
2014-01-29	0	96	96	96	96	96
2014-01-30	0	96	96	96	96	96
2014-01-31	0	96	96	96	96	96
2014-02-01	0	96	96	96	96	96
2014-02-02	0	96	96	96	96	96
2014-02-03	58	96	96	96	96	96
2014-02-04	25	96	96	96	96	96
2014-02-05	0	96	96	96	96	96
2014-02-06	0	96	96	96	96	96
2014-02-07	0	96	96	96	96	96
2014-02-08	0	96	96	96	96	96
2014-02-09	0	96	96	96	96	96
2014-02-10	0	96	96	96	96	96
2014-02-11	0	96	96	96	96	96
2014-02-12	0	96	96	96	96	96
2014-02-13	0	96	96	96	96	96
2014-02-14	0	96	96	96	96	96
2014-02-15	0	96	96	96	96	96
2014-02-16	0	96	96	96	96	96
2014-02-17	0	96	96	96	96	96
2014-02-18	0	96	96	96	96	96
2014-02-19	0	96	96	96	96	96
2014-02-20	0	96	96	96	96	96
2014-02-21	0	96	96	96	96	96
2014-02-22	0	96	96	96	96	96
2014-02-23	0	96	96	96	96	96
2014-02-24	0	96	96	96	96	96
2014-02-25	0	96	96	96	96	96
2014-02-26	0	96	96	96	96	96
2014-02-27	0	96	96	96	96	96
2014-02-28	0	96	96	96	96	96
2014-03-01	0	96	96	96	96	96
2014-03-02	0	96	96	96	96	96
2014-03-03	0	96	96	96	96	96
2014-03-04	0	96	96	96	96	96
2014-03-05	0	96	96	96	96	96
2014-03-06	0	96	96	96	96	96
2014-03-07	0	96	96	96	96	96
2014-03-08	0	96	96	96	96	96
2014-03-09	0	96	96	96	96	96
2014-03-10	0	96	96	96	96	96
2014-03-11	0	96	96	96	96	96
2014-03-12	0	96	96	96	96	96
2014-03-13	0	96	96	96	96	96
2014-03-14	0	96	96	96	96	96
2014-03-15	0	96	96	96	96	96
2014-03-16	0	96	96	96	96	96
2014-03-17	0	96	96	96	96	96
2014-03-18	0	96	96	96	96	96
2014-03-19	0	96	96	96	96	96
2014-03-20	0	96	96	96	96	96
2014-03-21	0	96	96	96	96	96
2014-03-22	0	96	96	96	96	96
2014-03-23	0	96	96	96	96	96
2014-03-24	0	96	96	96	96	96
2014-03-25	0	96	96	96	96	96
2014-03-26	0	96	96	96	96	96
2014-03-27	0	96	96	96	96	96
2014-03-28	0	96	96	96	96	96
2014-03-29	0	96	96	96	96	96
2014-03-30	0	96	96	96	96	96
2014-03-31	0	96	96	96	96	96
2014-04-01	0	96	96	96	96	96
2014-04-02	0	57	58	96	59	60
2014-04-03	0	0	0	96	0	0
2014-04-04	0	0	0	70	0	0
2014-04-05	0	0	0	0	0	0
2014-04-06	0	0	0	0	0	0
2014-04-07	0	0	0	0	0	0
2014-04-08	0	0	0	0	0	0
